date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:21:08	120724/120724	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2027%20Oct%202017%2020:02:21%20GMT	http://aliensix.com/particles-1.4/HTML/fonts/ionicons.eot?v=2.0.0	C:/Users/Aaryan/Desktop/sellsite/aliensix.com/particles-1.4/HTML/fonts/ionicons28b5.eot	(from http://aliensix.com/particles-1.4/HTML/css/ionicons.min.css)
14:21:12	58680/58680	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2027%20Oct%202017%2020:02:22%20GMT	http://aliensix.com/particles-1.4/HTML/fonts/Pe-icon-7-stroke.eot?d7yf1v	C:/Users/Aaryan/Desktop/sellsite/aliensix.com/particles-1.4/HTML/fonts/Pe-icon-7-strokebb1d.eot	(from http://aliensix.com/particles-1.4/HTML/css/pe-icon-7-stroke.css)
14:21:14	58680/58680	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2027%20Oct%202017%2020:02:22%20GMT	http://aliensix.com/particles-1.4/HTML/fonts/Pe-icon-7-stroke.eot?	C:/Users/Aaryan/Desktop/sellsite/aliensix.com/particles-1.4/HTML/fonts/Pe-icon-7-stroked41d.eot	(from http://aliensix.com/particles-1.4/HTML/css/pe-icon-7-stroke.css)
14:21:18	164020/164020	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2027%20Oct%202017%2020:02:23%20GMT	http://aliensix.com/particles-1.4/HTML/fonts/Pe-icon-7-stroke.svg?d7yf1v	C:/Users/Aaryan/Desktop/sellsite/aliensix.com/particles-1.4/HTML/fonts/Pe-icon-7-strokebb1d.svg	(from http://aliensix.com/particles-1.4/HTML/css/pe-icon-7-stroke.css)
14:21:20	3241/3241	---M--	200	added ('OK')	image/png	date:Fri,%2027%20Oct%202017%2020:02:25%20GMT	http://aliensix.com/particles-1.4/HTML/images/arrow-bg-hover.png	C:/Users/Aaryan/Desktop/sellsite/aliensix.com/particles-1.4/HTML/images/arrow-bg-hover.png	(from http://aliensix.com/particles-1.4/HTML/css/style.css)
14:21:22	58556/58556	---M--	200	added ('OK')	application/x-font-woff	date:Fri,%2027%20Oct%202017%2020:02:23%20GMT	http://aliensix.com/particles-1.4/HTML/fonts/Pe-icon-7-stroke.woff?d7yf1v	C:/Users/Aaryan/Desktop/sellsite/aliensix.com/particles-1.4/HTML/fonts/Pe-icon-7-strokebb1d.woff	(from http://aliensix.com/particles-1.4/HTML/css/pe-icon-7-stroke.css)
14:21:23	1411/1411	---M--	200	added ('OK')	text/css	etag:%22570328fb-583%22	https://file.myfontastic.com/gC6yNbQq8CqvXgSqXQZAoH/icons.css	C:/Users/Aaryan/Desktop/sellsite/file.myfontastic.com/gC6yNbQq8CqvXgSqXQZAoH/icons.css	(from http://aliensix.com/particles-1.4/HTML/components.html)
14:21:24	58480/58480	---M--	200	added ('OK')	application/x-font-ttf	date:Fri,%2027%20Oct%202017%2020:02:23%20GMT	http://aliensix.com/particles-1.4/HTML/fonts/Pe-icon-7-stroke.ttf?d7yf1v	C:/Users/Aaryan/Desktop/sellsite/aliensix.com/particles-1.4/HTML/fonts/Pe-icon-7-strokebb1d.ttf	(from http://aliensix.com/particles-1.4/HTML/css/pe-icon-7-stroke.css)
14:21:24	188508/188508	---M--	200	added ('OK')	application/x-font-ttf	date:Fri,%2027%20Oct%202017%2020:02:22%20GMT	http://aliensix.com/particles-1.4/HTML/fonts/ionicons.ttf?v=2.0.0	C:/Users/Aaryan/Desktop/sellsite/aliensix.com/particles-1.4/HTML/fonts/ionicons28b5.ttf	(from http://aliensix.com/particles-1.4/HTML/css/ionicons.min.css)
14:21:25	18639/18639	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2018%20Jul%202018%2018:21:26%20GMT	http://aliensix.com/particles-1.4/HTML/index.html	C:/Users/Aaryan/Desktop/sellsite/aliensix.com/particles-1.4/HTML/index.html	(from http://aliensix.com/particles-1.4/HTML/components.html)
14:21:31	98614/98614	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Oct%202017%2020:02:25%20GMT	http://aliensix.com/particles-1.4/HTML/images/iconfonts-bg.jpg	C:/Users/Aaryan/Desktop/sellsite/aliensix.com/particles-1.4/HTML/images/iconfonts-bg.jpg	(from http://aliensix.com/particles-1.4/HTML/components.html)
14:21:31	1742/1742	---M--	200	added ('OK')	application/octet-stream	etag:%22570328fb-6ce%22	https://file.myfontastic.com/gC6yNbQq8CqvXgSqXQZAoH/fonts/1459824891.eot	C:/Users/Aaryan/Desktop/sellsite/file.myfontastic.com/gC6yNbQq8CqvXgSqXQZAoH/fonts/1459824891.eot	(from https://file.myfontastic.com/gC6yNbQq8CqvXgSqXQZAoH/icons.css)
14:21:33	113619/113619	---M--	200	added ('OK')	image/jpeg	date:Fri,%2027%20Oct%202017%2020:02:25%20GMT	http://aliensix.com/particles-1.4/HTML/images/icons.jpg	C:/Users/Aaryan/Desktop/sellsite/aliensix.com/particles-1.4/HTML/images/icons.jpg	(from http://aliensix.com/particles-1.4/HTML/components.html)
14:21:33	1742/1742	---M--	200	added ('OK')	application/octet-stream	etag:%22570328fb-6ce%22	https://file.myfontastic.com/gC6yNbQq8CqvXgSqXQZAoH/fonts/1459824891.eot?	C:/Users/Aaryan/Desktop/sellsite/file.myfontastic.com/gC6yNbQq8CqvXgSqXQZAoH/fonts/1459824891d41d.eot	(from https://file.myfontastic.com/gC6yNbQq8CqvXgSqXQZAoH/icons.css)
14:21:33	1008/1008	---M--	200	added ('OK')	application/octet-stream	etag:%22570328fb-3f0%22	https://file.myfontastic.com/gC6yNbQq8CqvXgSqXQZAoH/fonts/1459824891.woff	C:/Users/Aaryan/Desktop/sellsite/file.myfontastic.com/gC6yNbQq8CqvXgSqXQZAoH/fonts/1459824891.woff	(from https://file.myfontastic.com/gC6yNbQq8CqvXgSqXQZAoH/icons.css)
14:21:33	1548/1548	---M--	200	added ('OK')	application/octet-stream	etag:%22570328fb-60c%22	https://file.myfontastic.com/gC6yNbQq8CqvXgSqXQZAoH/fonts/1459824891.ttf	C:/Users/Aaryan/Desktop/sellsite/file.myfontastic.com/gC6yNbQq8CqvXgSqXQZAoH/fonts/1459824891.ttf	(from https://file.myfontastic.com/gC6yNbQq8CqvXgSqXQZAoH/icons.css)
14:21:34	774/774	---M--	200	added ('OK')	image/svg+xml	etag:%22570328fb-306%22	https://file.myfontastic.com/gC6yNbQq8CqvXgSqXQZAoH/fonts/1459824891.svg	C:/Users/Aaryan/Desktop/sellsite/file.myfontastic.com/gC6yNbQq8CqvXgSqXQZAoH/fonts/1459824891.svg	(from https://file.myfontastic.com/gC6yNbQq8CqvXgSqXQZAoH/icons.css)
14:21:34	140/140	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2018%20Jul%202018%2018:21:35%20GMT	https://file.myfontastic.com/robots.txt		(from https://file.myfontastic.com/gC6yNbQq8CqvXgSqXQZAoH/icons.css)
